id,category,label,notice
224,C,Regulatory Compliance,"TELECOMMUNICATIONS LICENCE COMPLIANCE NOTICE TO: Meridian Manufacturing Co. FROM: Health & Safety Enforcement Agency DATE: May 22, 2024 Health & Safety Enforcement Agency writes to advise that Meridian Manufacturing Co.'s network operations are in breach of Licence Condition 4.2 of its telecommunications operating licence, granted under the Electronic Communications Code 2017. Specifically, Meridian Manufacturing Co. has failed to meet mandatory service availability targets for 1200 consecutive months and has not implemented required network redundancy measures. Meridian Manufacturing Co. must submit a detailed remediation plan and timeline within 10 days. Continued breach beyond that date will result in formal enforcement proceedings, including imposition of financial penalties calculated at 10% of relevant turnover, up to a maximum of $50,000."
225,B,Intellectual Property Claim,"COPYRIGHT INFRINGEMENT NOTICE TO: ContentStream Media FROM: Artisan Copyright Trust DATE: August 19, 2024 This notice is to inform ContentStream Media that certain content published on its platform constitutes infringement of copyrighted works owned by Artisan Copyright Trust, registered under U.S. Copyright Registration No. CRG-674. The infringing material, identified as 'AutoScale Engine', reproduces substantial portions of Artisan Copyright Trust's protected work without authorization. Pursuant to 17 U.S.C. § 512, Artisan Copyright Trust demands immediate removal of the infringing content. Artisan Copyright Trust reserves the right to seek statutory damages of up to $50,000 per work infringed, plus attorney's fees, if prompt corrective action is not taken within 30 business days."
226,C,Regulatory Compliance,"ENVIRONMENTAL NON-COMPLIANCE NOTICE TO: GreenField Industrial Corp. FROM: Environmental Compliance Authority DATE: August 19, 2024 An inspection of GreenField Industrial Corp.'s facility at 88 Harbor Way, Seattle, WA 98101 on June 30, 2022 revealed violations of the General Data Protection Regulation (GDPR). Specifically, emissions from GreenField Industrial Corp.'s operations were measured at 50% above the permitted threshold under License No. REG-36062. You are ordered to immediately reduce emissions to compliant levels, submit an environmental impact report within 21 days, and propose a binding remediation schedule. Continued non-compliance beyond the stated deadline will result in mandatory facility suspension and civil penalties of $500,000 per violation. This notice is issued without prejudice to further enforcement action."
227,B,Intellectual Property Claim,"COPYRIGHT INFRINGEMENT NOTICE TO: LifeScience Ventures Corp. FROM: BioMed IP Group DATE: July 8, 2024 This notice is to inform LifeScience Ventures Corp. that certain content published on its platform constitutes infringement of copyrighted works owned by BioMed IP Group, registered under U.S. Copyright Registration No. REG-36062. The infringing material, identified as 'CloudCore Platform', reproduces substantial portions of BioMed IP Group's protected work without authorization. Pursuant to 17 U.S.C. § 512, BioMed IP Group demands immediate removal of the infringing content. BioMed IP Group reserves the right to seek statutory damages of up to $1,000,000 per work infringed, plus attorney's fees, if prompt corrective action is not taken within 10 business days."
228,C,Regulatory Compliance,"ANTI-MONEY LAUNDERING COMPLIANCE DIRECTIVE TO: TechVault Analytics Ltd. FROM: Data Protection Commissioner DATE: May 16, 2025 Pursuant to the Food Safety Modernization Act (FSMA), Data Protection Commissioner has identified significant deficiencies in TechVault Analytics Ltd.'s anti-money laundering (AML) controls. An audit conducted on June 30, 2022 found that TechVault Analytics Ltd. failed to conduct adequate customer due diligence on 50 high-risk accounts and did not file required Suspicious Activity Reports (SARs). These deficiencies constitute serious regulatory violations. TechVault Analytics Ltd. must implement enhanced AML procedures and submit a remediation plan within 14 days. Failure to remediate will result in regulatory sanctions, including fines of up to $25,000 and potential license revocation."
229,C,Regulatory Compliance,"TELECOMMUNICATIONS LICENCE COMPLIANCE NOTICE TO: Premier Food Processing Corp. FROM: Food Safety Regulatory Board DATE: September 5, 2024 Food Safety Regulatory Board writes to advise that Premier Food Processing Corp.'s network operations are in breach of Licence Condition 7.1 of its telecommunications operating licence, granted under the General Data Protection Regulation (GDPR). Specifically, Premier Food Processing Corp. has failed to meet mandatory service availability targets for 500 consecutive months and has not implemented required network redundancy measures. Premier Food Processing Corp. must submit a detailed remediation plan and timeline within 10 days. Continued breach beyond that date will result in formal enforcement proceedings, including imposition of financial penalties calculated at 10% of relevant turnover, up to a maximum of $200,000."
230,A,Contract Dispute,"BREACH OF CONFIDENTIALITY NOTICE TO: Radiant Broadcasting Corp. FROM: Luminary Media Group DATE: June 10, 2024 This correspondence constitutes formal notice under Section 4.2 of the Mutual Non-Disclosure Agreement dated September 12, 2022. It has come to Luminary Media Group's attention that Radiant Broadcasting Corp. has disclosed proprietary business information — including pricing structures, client lists, and product roadmaps — to unauthorized third parties. Such disclosure constitutes a material breach entitling Luminary Media Group to seek injunctive relief and damages exceeding $1,000,000. Radiant Broadcasting Corp. must confirm in writing within 7 days all disclosures made, all recipients of such information, and steps taken to retrieve or contain the disclosed materials."
231,C,Regulatory Compliance,"TELECOMMUNICATIONS LICENCE COMPLIANCE NOTICE TO: StreamLine Networks Ltd. FROM: Telecommunications Regulatory Office DATE: July 8, 2024 Telecommunications Regulatory Office writes to advise that StreamLine Networks Ltd.'s network operations are in breach of Licence Condition 7.1 of its telecommunications operating licence, granted under the Food Safety Modernization Act (FSMA). Specifically, StreamLine Networks Ltd. has failed to meet mandatory service availability targets for 1200 consecutive months and has not implemented required network redundancy measures. StreamLine Networks Ltd. must submit a detailed remediation plan and timeline within 14 days. Continued breach beyond that date will result in formal enforcement proceedings, including imposition of financial penalties calculated at 8% of relevant turnover, up to a maximum of $50,000."
232,A,Contract Dispute,"DISPUTE NOTICE — SCOPE OF WORK TO: Pinnacle Construction Ltd. FROM: TerraForm Engineering DATE: April 15, 2024 TerraForm Engineering hereby provides formal notice of a dispute regarding the scope of work under the Professional Services Contract dated June 30, 2022. Specifically, Pinnacle Construction Ltd. has unilaterally performed services outside the agreed Statement of Work (Exhibit A), resulting in unauthorized charges of $200,000. Pursuant to Section 8.6 of the agreement, TerraForm Engineering disputes these charges and requests a written justification within 10 days. If the parties cannot resolve this dispute amicably, the matter will be referred to mediation as specified in the contract."
233,A,Contract Dispute,"NOTICE OF CONTRACT TERMINATION FOR CAUSE TO: Coastal Logistics Partners FROM: Meridian Freight Services DATE: May 22, 2024 This notice serves to inform Coastal Logistics Partners that Meridian Freight Services is exercising its right to terminate the Distribution Agreement dated October 1, 2023 for cause, pursuant to Section 9.3. The grounds for termination include repeated failure to meet minimum purchase commitments and unauthorized sub-distribution to third parties. Meridian Freight Services demands return of all proprietary materials within 30 days and full accounting of sales records for the period Q2 2024. All outstanding payments of $15,000 remain due and payable immediately."
